min_avg_RSS12_1,max_avg_RSS12_1,mean_avg_RSS12_1,median_avg_RSS12_1,standard deviation_avg_RSS12_1,1st quart_avg_RSS12_1,3rd quart_avg_RSS12_1,min_var_RSS12_1,max_var_RSS12_1,mean_var_RSS12_1,median_var_RSS12_1,standard deviation_var_RSS12_1,1st quart_var_RSS12_1,3rd quart_var_RSS12_1,min_avg_RSS13_1,max_avg_RSS13_1,mean_avg_RSS13_1,median_avg_RSS13_1,standard deviation_avg_RSS13_1,1st quart_avg_RSS13_1,3rd quart_avg_RSS13_1,min_var_RSS13_1,max_var_RSS13_1,mean_var_RSS13_1,median_var_RSS13_1,standard deviation_var_RSS13_1,1st quart_var_RSS13_1,3rd quart_var_RSS13_1,min_avg_RSS23_1,max_avg_RSS23_1,mean_avg_RSS23_1,median_avg_RSS23_1,standard deviation_avg_RSS23_1,1st quart_avg_RSS23_1,3rd quart_avg_RSS23_1,min_var_RSS23_1,max_var_RSS23_1,mean_var_RSS23_1,median_var_RSS23_1,standard deviation_var_RSS23_1,1st quart_var_RSS23_1,3rd quart_var_RSS23_1,min_avg_RSS12_2,max_avg_RSS12_2,mean_avg_RSS12_2,median_avg_RSS12_2,standard deviation_avg_RSS12_2,1st quart_avg_RSS12_2,3rd quart_avg_RSS12_2,min_var_RSS12_2,max_var_RSS12_2,mean_var_RSS12_2,median_var_RSS12_2,standard deviation_var_RSS12_2,1st quart_var_RSS12_2,3rd quart_var_RSS12_2,min_avg_RSS13_2,max_avg_RSS13_2,mean_avg_RSS13_2,median_avg_RSS13_2,standard deviation_avg_RSS13_2,1st quart_avg_RSS13_2,3rd quart_avg_RSS13_2,min_var_RSS13_2,max_var_RSS13_2,mean_var_RSS13_2,median_var_RSS13_2,standard deviation_var_RSS13_2,1st quart_var_RSS13_2,3rd quart_var_RSS13_2,min_avg_RSS23_2,max_avg_RSS23_2,mean_avg_RSS23_2,median_avg_RSS23_2,standard deviation_avg_RSS23_2,1st quart_avg_RSS23_2,3rd quart_avg_RSS23_2,min_var_RSS23_2,max_var_RSS23_2,mean_var_RSS23_2,median_var_RSS23_2,standard deviation_var_RSS23_2,1st quart_var_RSS23_2,3rd quart_var_RSS23_2,bending
28.0,43.33,36.517541666666666,36.0,3.305617793102,34.25,39.0,0.0,10.85,2.874625,2.26,1.9439085914529741,1.4625,4.0675,8.33,27.67,17.929,18.0,3.3349278501476425,15.67,20.0,0.0,7.46,2.661208333333333,2.49,1.5629737100605074,1.3824999999999998,3.6725,3.0,22.0,15.567041666666666,15.75,3.1810799195121735,13.9375,17.75,0.0,7.89,3.1385833333333335,2.865,1.5919577147058397,2.0374999999999996,4.455,26.5,44.33,36.85704166666667,36.0,3.739054318261417,34.5,39.75,0.0,12.89,3.071458333333333,2.49,2.1958839296661936,1.41,4.3725000000000005,10.0,28.25,18.864583333333332,17.75,4.1158994493968555,15.73,22.25,0.0,9.63,3.292,2.895,2.0745872604581446,1.63,4.6025,9.5,24.67,17.392958333333333,17.5,2.446156578517577,15.75,19.0,0.0,8.19,3.0080416666666667,2.68,1.667305319233801,1.8525,3.815,1
27.8,44.67,37.069916666666664,36.25,3.8222533816491793,34.5,40.269999999999996,0.0,10.5,2.79225,2.28,1.896667397719806,1.41,3.8025,3.0,24.5,16.265291666666666,16.5,3.261232908263166,14.0,18.3725,0.0,10.57,3.2215416666666665,3.03,1.8653041408857647,1.885,4.12,8.67,22.0,16.114416666666667,16.33,2.7940577399392383,14.5,18.0,0.0,8.32,2.9086666666666665,2.525,1.719805590518047,1.7,3.77,25.33,45.0,37.15870833333334,36.25,3.602489550380365,35.0,40.0625,0.0,10.84,2.66775,2.145,1.953646076348476,1.3,3.6475,8.25,27.25,17.062541666666668,16.875,3.898217245998663,14.31,19.75,0.0,8.96,3.0555416666666666,2.87,1.8300094080094422,1.63,4.11,6.75,23.33,16.860666666666667,17.0,2.858034767740287,15.0,18.8125,0.0,9.5,3.2440416666666665,2.9050000000000002,1.9124784895919817,1.7975,4.425,1
26.75,44.5,36.83079166666667,36.33,3.6631319050650037,34.67,39.75,0.0,11.68,2.8385,2.28,2.2132811931987684,1.2425,4.105,8.25,25.33,16.242833333333333,15.875,3.422690024146899,14.0,18.5,0.0,8.6,3.0187916666666665,2.87,1.7322205614673991,1.58,4.03,8.0,23.0,16.225958333333335,16.25,2.9476141544098926,14.0,18.69,0.0,8.81,2.970083333333333,2.6500000000000004,1.6861577703463284,1.7,3.8475,27.33,44.75,36.89595833333333,36.25,3.4524595438646792,34.475,39.8125,0.0,10.5,2.676125,2.12,2.0153003620213,1.22,3.9,7.0,27.0,16.746666666666666,16.0,3.7365379750581407,14.0,19.3725,0.0,9.01,3.0084166666666667,2.8,1.8194647223487705,1.5,4.1275,10.0,22.33,16.936333333333334,17.0,2.2793379473834383,15.4575,18.67,0.0,8.44,2.5765416666666665,2.52,1.4208142364471623,1.5,3.415,1
26.25,43.4,36.86541666666667,36.25,3.462792641793004,34.31,40.0,0.0,7.46,2.38725,2.085,1.6252960914667944,1.3,3.35,7.0,26.5,15.117208333333334,15.0,3.005934457832342,13.0,17.0,0.0,8.0,2.8064583333333335,2.5,1.5599073161815444,1.64,3.77,5.33,22.25,15.837625,16.0,3.009899667665722,13.75,18.25,0.0,8.26,2.9647916666666667,2.5,1.6554990014685356,1.6549999999999998,4.0375,29.25,44.25,37.0495,36.415,3.411448568997067,34.5,40.25,0.0,8.64,2.452916666666667,1.905,1.8218852692881335,1.22,3.3775,8.0,23.5,15.509625,15.29,3.0555251185352748,13.5,17.7525,0.0,8.06,2.761833333333333,2.59,1.528781604371049,1.5,3.77,2.0,21.25,16.140708333333333,16.5,2.6818812322441348,14.33,18.0,0.0,8.34,2.9044583333333334,2.57,1.6097928991559582,1.69,3.77,0
27.75,44.0,37.14458333333334,36.67,3.8047845667949547,34.0,40.33,0.0,10.76,2.3857083333333335,1.87,1.6685173429663942,1.22,3.34,3.0,23.75,15.173666666666666,15.25,3.296433582739297,13.0,17.3725,0.0,9.0,2.9179166666666667,2.6500000000000004,1.801630547312563,1.5,3.94,9.75,22.0,16.590625,16.75,2.5755623395799927,14.75,18.75,0.0,8.75,2.9147083333333335,2.5949999999999998,1.681203468607872,1.69,3.9,31.0,44.67,37.14508333333333,36.25,3.720409950829544,33.81,40.5,0.0,7.79,2.4524166666666667,1.895,1.6202339806405468,1.3,3.6399999999999997,0.0,24.75,14.823291666666666,15.0,3.280133110106043,12.75,17.0,0.0,8.15,2.7813333333333334,2.49,1.625050206283737,1.63,3.87,0.0,23.0,16.956416666666666,17.0,2.7917960493759244,15.0,18.75,0.0,7.93,2.730166666666667,2.55,1.590095906864268,1.495,3.705,0
29.67,44.0,36.77616666666667,36.0,3.674275992971187,33.75,40.0,0.0,10.47,2.7432083333333335,2.26,1.8617452890417576,1.3,4.0975,6.0,24.0,14.3585,14.25,3.052328598705748,12.25,16.5,0.0,7.52,2.8092916666666667,2.59,1.5946760004382647,1.5,3.77,8.67,22.75,17.072458333333334,17.25,2.503922821527168,15.75,19.0,0.0,8.38,2.6158333333333332,2.265,1.57745204402083,1.41,3.5625,27.0,45.0,36.862875,36.125,4.121497633848151,33.5,40.575,0.0,9.49,2.4570833333333333,1.79,1.7724853816528203,1.22,3.67,5.67,25.0,16.24675,16.125,3.676083658861098,14.0,18.5,0.0,10.61,3.06475,2.77,1.7195111996408672,1.85,4.0225,11.0,24.67,17.520083333333332,17.75,3.0216532358206307,15.25,20.0,0.0,8.99,3.159291666666667,2.86,1.8204075358509657,1.89,4.0825,0
27.67,44.33,36.644958333333335,36.0,4.054481790857975,33.1875,40.269999999999996,0.0,9.12,2.8264583333333335,2.23,1.9253319983046961,1.3,4.452500000000001,7.0,25.25,17.212083333333332,16.875,3.354849583102657,15.0,19.5,0.0,9.63,3.261791666666667,3.06,1.8639366825124781,1.92,4.3825,7.67,24.5,17.362625,17.25,3.2346934993162546,15.1875,20.0,0.0,8.93,3.2444166666666665,3.0,1.6573348044720364,2.05,4.262499999999999,27.0,44.0,36.438375,36.25,3.988835080335756,33.25,39.3725,0.0,10.43,2.869458333333333,2.49,1.862655266711501,1.41,4.0375,6.0,27.67,15.100041666666666,15.125,3.195073809941844,12.9375,17.33,0.0,8.1,2.849125,2.6500000000000004,1.588955758578465,1.7675,3.63,9.67,23.33,16.762625,16.67,2.9101776723643575,15.0,19.0625,0.0,9.18,3.2065,2.68,1.8787522121016873,1.79,4.2225,0
20.0,44.25,35.692166666666665,35.5,4.6435946225021745,33.0,39.25,0.0,11.39,3.3242083333333334,2.865,2.16222983615651,1.56,4.44,5.0,27.0,16.010708333333334,16.0,3.1724595342044277,14.0,18.0625,0.0,9.46,2.852875,2.64,1.7188284375407417,1.48,3.9,4.0,22.33,15.872125,16.125,3.2144666562108273,14.0,18.0,0.0,9.39,3.172416666666667,2.9000000000000004,1.78149225015939,1.79,4.3500000000000005,18.5,44.0,35.81254166666667,36.0,4.594741468400213,33.25,39.3725,0.0,12.6,3.332,2.83,2.12321344047355,1.79,4.275,6.67,24.5,16.099333333333334,16.0,3.7058182758258527,13.33,18.5,0.0,8.96,2.889375,2.6500000000000004,1.694089906682843,1.63,3.77,7.0,24.33,16.130416666666665,16.5,3.023895737679632,14.0,18.25,0.0,8.81,2.9669166666666666,2.59,1.7120619567218105,1.8525,3.74,0
19.0,43.75,35.69416666666667,36.0,4.778355415223742,33.1875,39.5625,0.0,11.2,3.6580416666666666,3.09,2.3495249939086404,1.885,5.1,7.67,22.75,16.4365,16.875,3.094596086283071,14.25,18.5,0.0,8.73,3.021125,2.83,1.7692536736475861,1.6375,4.195,0.0,24.75,16.029541666666667,16.0,3.4900533196484034,14.0,18.5,0.0,8.5,3.2495416666666666,3.03,1.6766816320720386,2.05,4.345,19.25,43.33,36.065583333333336,36.0,4.447623557230764,33.0,39.5,0.0,10.54,3.1705833333333335,2.685,2.097205870115222,1.5,4.5075,8.5,26.5,16.94425,17.125,2.9059351075638937,15.25,19.0,0.0,8.87,3.2355833333333335,3.0,1.786875347546899,1.9075,4.5,10.67,26.5,18.127083333333335,18.0,3.2699485993512014,15.5,20.5,0.0,7.89,2.9365,2.74,1.5615929802555029,1.7,3.7,0
27.0,42.67,36.34275,36.75,3.648494952498912,33.67,39.0,0.0,9.71,2.6919166666666667,2.17,2.017423393301023,1.195,3.77,9.5,28.0,18.578875,18.415,3.546804558817963,16.25,21.0,0.0,9.78,3.0404583333333335,2.8,1.8030741410405884,1.64,4.09,7.67,27.0,18.308875,18.5,3.8002403558922815,15.25,20.8125,0.0,9.57,3.54775,3.2,1.9528455635249498,2.2525,4.702500000000001,23.33,43.5,36.14541666666667,36.5,3.9932020468752607,33.31,39.269999999999996,0.0,9.63,2.780125,2.17,2.167336927359141,1.25,3.685,7.0,28.5,18.292541666666665,18.25,4.449009268484385,15.0,21.0,0.0,8.55,3.219125,3.0,1.817257942017112,1.79,4.39,8.0,26.67,18.685416666666665,18.5,3.423050804926825,16.31,21.0625,0.0,11.15,3.51325,3.08,1.9783961478914256,2.17,4.5,0
24.25,45.0,36.954208333333334,36.0,3.7728359917773746,34.25,40.25,0.0,8.18,2.3926666666666665,1.92,1.5233288989739195,1.3,3.27,5.5,26.75,17.121541666666666,17.33,3.6032849549925796,15.0,19.25,0.0,8.05,2.995083333333333,2.77,1.6222550015634503,1.7225,4.06,7.0,25.5,19.57058333333333,20.0,3.0647878139425786,17.75,21.75,0.0,9.07,3.005375,2.6500000000000004,1.8137279464703437,1.7525,3.9375,29.0,44.67,37.399875,36.5,3.3721035587727517,35.0,40.25,0.0,8.58,2.35575,1.92,1.6795958183356818,1.3,3.0075,6.75,23.0,15.940625,16.0,3.147638422883638,13.75,18.25,0.0,7.83,2.826125,2.57,1.5765614512013872,1.6375,3.77,11.75,24.5,19.643916666666666,20.125,2.7106354288566625,18.0,21.67,0.0,9.34,2.8380833333333335,2.45,1.8907545574118756,1.3824999999999998,3.8325,0
18.0,45.67,35.23608333333333,36.0,5.057972586678102,31.75,38.75,0.0,15.08,4.295416666666667,3.88,2.710287358611307,2.4325,5.7925,8.67,24.5,15.441791666666667,15.5,3.065591692485296,13.25,17.5,0.0,7.68,2.9049583333333335,2.74,1.4638646043424173,1.8,3.9125,6.25,23.5,16.199333333333332,16.5,3.318076075438729,14.25,18.67,0.0,7.89,3.1065833333333335,2.87,1.7421664461471214,1.885,4.245,23.0,46.0,35.15058333333333,35.625,4.434886571848302,32.1875,38.5,0.0,16.2,4.346625,3.88,2.5433320534488653,2.49,5.875,5.67,23.67,15.482666666666667,15.75,3.1683823026302633,13.5,17.5,0.0,8.76,3.24075,3.145,1.537024600789123,2.12,4.195,6.5,23.33,16.003083333333333,16.25,3.0970987357203446,14.1875,18.0625,0.0,8.5,3.3773333333333335,3.255,1.789178410984198,1.9075,4.609999999999999,0
22.33,46.0,34.96625,35.5,4.733013505263235,32.0,38.75,0.0,12.68,4.207958333333333,3.9,2.3319402193326364,2.4800000000000004,5.745,5.0,22.0,15.12575,15.25,2.972165760791855,13.25,17.25,0.0,8.04,3.270958333333333,3.03,1.6300723596939541,2.05,4.345,8.25,25.5,16.430958333333333,16.5,3.0172637716501836,14.315,18.25,0.0,8.83,3.146333333333333,3.035,1.6382176932873485,1.7975,4.2175,20.75,46.25,34.56041666666667,35.0,4.752584303960138,31.0,37.75,0.43,12.09,4.239625,3.96,2.2275260365984164,2.4975,5.672499999999999,8.0,23.75,15.352291666666666,15.5,2.8703027405701307,13.5,17.25,0.0,9.2,3.1431666666666667,3.0,1.5506289631343202,2.05,3.96,6.0,25.25,16.168166666666668,16.0,3.325779735756276,14.0,18.5,0.0,9.39,3.4302083333333333,3.35,1.6479787157694148,2.17,4.44,0
21.5,45.67,34.73704166666667,35.5,4.276716665572688,32.0,37.75,0.0,12.21,4.217333333333333,4.03,2.3377585493090396,2.375,5.699999999999999,9.0,22.25,15.595916666666666,15.5,2.830027572298916,13.5,17.67,0.0,8.32,3.1812916666666666,2.955,1.516967768822313,2.0575,3.9175,6.33,23.0,15.819291666666667,16.25,3.231728801165364,13.5,18.25,0.0,9.19,3.334125,3.0,1.7375725098502934,2.18,4.5125,21.75,51.0,35.13458333333333,35.585,4.989013686716872,32.1875,38.3125,0.0,11.41,4.014166666666667,3.67,2.333172488977055,2.29,5.395,6.5,23.33,15.453125,15.5,2.9730086730589402,13.33,17.5425,0.0,9.09,3.0042916666666666,2.86,1.487694404979762,2.0575,3.71,7.33,25.0,16.175166666666666,16.25,3.148561465598208,14.5,18.25,0.0,10.21,3.2259166666666665,3.085,1.6653256787960307,2.05,4.3500000000000005,0
18.33,45.0,33.88645833333333,34.375,5.143775573746228,30.4575,37.5,0.0,12.44,4.332208333333333,3.9,2.453111361904542,2.49,5.6425,8.33,21.75,15.158125,15.0,2.881089153834553,13.33,17.0,0.0,7.85,3.2499583333333333,2.87,1.6786574377268597,2.17,4.2775,9.5,22.5,15.89925,16.0,2.560395223970095,14.0,17.75,0.43,7.89,3.2484166666666665,3.0149999999999997,1.5655565646258958,2.05,4.225,20.33,47.67,34.779625,35.0,4.714249327380903,31.73,38.25,0.0,12.48,4.461708333333333,3.935,2.682846486518218,2.49,5.8149999999999995,7.67,23.33,15.967666666666666,16.0,3.0036809310054737,14.0,17.85,0.0,9.01,3.1466666666666665,2.94,1.6757908684759875,1.94,4.1825,6.67,24.0,15.829625,15.875,3.389029968378715,13.6275,18.25,0.0,8.01,3.27475,2.955,1.6705927905885762,2.05,4.4375,0
18.33,44.0,34.83645833333333,35.75,4.869091780623068,32.0,38.69,0.0,12.38,4.25775,3.77,2.512633339162547,2.45,5.5425,8.0,23.5,15.181958333333334,15.0,2.98101045713311,13.25,17.25,0.0,8.07,3.1314166666666665,3.04,1.5307387643143475,1.92,4.26,6.5,23.25,16.11425,16.0,2.9335822597085945,14.25,18.25,0.0,8.86,3.169625,2.87,1.6476397043007567,2.06,4.12,22.67,45.75,34.36329166666667,35.0,4.588341921458645,31.4575,37.5,0.0,15.37,4.539916666666667,4.074999999999999,2.5616084107314814,2.69,6.005,5.5,24.0,15.165375000000001,15.125,3.0976893576817153,13.0,17.5,0.0,9.18,3.1595833333333334,3.0,1.6528164859181234,2.1025,4.0425,7.33,23.0,15.996875,16.0,2.8824550468793673,13.9375,18.25,0.47,8.84,3.4094583333333333,3.11,1.7070893645837748,2.17,4.345000000000001,0
