min_avg_RSS12_1,max_avg_RSS12_1,mean_avg_RSS12_1,median_avg_RSS12_1,standard deviation_avg_RSS12_1,1st quart_avg_RSS12_1,3rd quart_avg_RSS12_1,min_var_RSS12_1,max_var_RSS12_1,mean_var_RSS12_1,median_var_RSS12_1,standard deviation_var_RSS12_1,1st quart_var_RSS12_1,3rd quart_var_RSS12_1,min_avg_RSS13_1,max_avg_RSS13_1,mean_avg_RSS13_1,median_avg_RSS13_1,standard deviation_avg_RSS13_1,1st quart_avg_RSS13_1,3rd quart_avg_RSS13_1,min_var_RSS13_1,max_var_RSS13_1,mean_var_RSS13_1,median_var_RSS13_1,standard deviation_var_RSS13_1,1st quart_var_RSS13_1,3rd quart_var_RSS13_1,min_avg_RSS23_1,max_avg_RSS23_1,mean_avg_RSS23_1,median_avg_RSS23_1,standard deviation_avg_RSS23_1,1st quart_avg_RSS23_1,3rd quart_avg_RSS23_1,min_var_RSS23_1,max_var_RSS23_1,mean_var_RSS23_1,median_var_RSS23_1,standard deviation_var_RSS23_1,1st quart_var_RSS23_1,3rd quart_var_RSS23_1,min_avg_RSS12_2,max_avg_RSS12_2,mean_avg_RSS12_2,median_avg_RSS12_2,standard deviation_avg_RSS12_2,1st quart_avg_RSS12_2,3rd quart_avg_RSS12_2,min_var_RSS12_2,max_var_RSS12_2,mean_var_RSS12_2,median_var_RSS12_2,standard deviation_var_RSS12_2,1st quart_var_RSS12_2,3rd quart_var_RSS12_2,min_avg_RSS13_2,max_avg_RSS13_2,mean_avg_RSS13_2,median_avg_RSS13_2,standard deviation_avg_RSS13_2,1st quart_avg_RSS13_2,3rd quart_avg_RSS13_2,min_var_RSS13_2,max_var_RSS13_2,mean_var_RSS13_2,median_var_RSS13_2,standard deviation_var_RSS13_2,1st quart_var_RSS13_2,3rd quart_var_RSS13_2,min_avg_RSS23_2,max_avg_RSS23_2,mean_avg_RSS23_2,median_avg_RSS23_2,standard deviation_avg_RSS23_2,1st quart_avg_RSS23_2,3rd quart_avg_RSS23_2,min_var_RSS23_2,max_var_RSS23_2,mean_var_RSS23_2,median_var_RSS23_2,standard deviation_var_RSS23_2,1st quart_var_RSS23_2,3rd quart_var_RSS23_2,min_avg_RSS12_3,max_avg_RSS12_3,mean_avg_RSS12_3,median_avg_RSS12_3,standard deviation_avg_RSS12_3,1st quart_avg_RSS12_3,3rd quart_avg_RSS12_3,min_var_RSS12_3,max_var_RSS12_3,mean_var_RSS12_3,median_var_RSS12_3,standard deviation_var_RSS12_3,1st quart_var_RSS12_3,3rd quart_var_RSS12_3,min_avg_RSS13_3,max_avg_RSS13_3,mean_avg_RSS13_3,median_avg_RSS13_3,standard deviation_avg_RSS13_3,1st quart_avg_RSS13_3,3rd quart_avg_RSS13_3,min_var_RSS13_3,max_var_RSS13_3,mean_var_RSS13_3,median_var_RSS13_3,standard deviation_var_RSS13_3,1st quart_var_RSS13_3,3rd quart_var_RSS13_3,min_avg_RSS23_3,max_avg_RSS23_3,mean_avg_RSS23_3,median_avg_RSS23_3,standard deviation_avg_RSS23_3,1st quart_avg_RSS23_3,3rd quart_avg_RSS23_3,min_var_RSS23_3,max_var_RSS23_3,mean_var_RSS23_3,median_var_RSS23_3,standard deviation_var_RSS23_3,1st quart_var_RSS23_3,3rd quart_var_RSS23_3,min_avg_RSS12_4,max_avg_RSS12_4,mean_avg_RSS12_4,median_avg_RSS12_4,standard deviation_avg_RSS12_4,1st quart_avg_RSS12_4,3rd quart_avg_RSS12_4,min_var_RSS12_4,max_var_RSS12_4,mean_var_RSS12_4,median_var_RSS12_4,standard deviation_var_RSS12_4,1st quart_var_RSS12_4,3rd quart_var_RSS12_4,min_avg_RSS13_4,max_avg_RSS13_4,mean_avg_RSS13_4,median_avg_RSS13_4,standard deviation_avg_RSS13_4,1st quart_avg_RSS13_4,3rd quart_avg_RSS13_4,min_var_RSS13_4,max_var_RSS13_4,mean_var_RSS13_4,median_var_RSS13_4,standard deviation_var_RSS13_4,1st quart_var_RSS13_4,3rd quart_var_RSS13_4,min_avg_RSS23_4,max_avg_RSS23_4,mean_avg_RSS23_4,median_avg_RSS23_4,standard deviation_avg_RSS23_4,1st quart_avg_RSS23_4,3rd quart_avg_RSS23_4,min_var_RSS23_4,max_var_RSS23_4,mean_var_RSS23_4,median_var_RSS23_4,standard deviation_var_RSS23_4,1st quart_var_RSS23_4,3rd quart_var_RSS23_4,bending
29.0,42.75,36.412166666666664,36.0,3.375404658799335,34.25,39.0,0.0,10.85,2.952166666666667,2.45,1.9926732111941103,1.56,3.8475,10.25,24.0,17.930833333333332,18.25,2.905442179377018,16.5,19.75,0.0,6.94,2.727666666666667,2.59,1.5440804466640683,1.4625,3.74,3.0,22.0,15.749083333333333,16.0,3.0813096080336075,14.0,17.75,0.0,7.31,3.11025,2.995,1.5327755143239092,2.05,4.0075,28.0,43.33,36.62291666666667,36.0,3.2450410508295,34.33,39.25,0.0,7.69,2.797083333333333,2.12,1.8990636329709518,1.3,4.44,8.33,27.67,17.92716666666667,17.75,3.7276462448320706,15.1875,20.0625,0.0,7.46,2.59475,2.335,1.5853107017264483,1.3,3.5775,6.0,22.0,15.385,15.5,3.2805899756347627,13.73,18.25,0.47,7.89,3.166916666666667,2.6500000000000004,1.6549730485166592,1.89,4.609999999999999,29.0,44.33,37.01508333333334,36.0,3.648020297892753,34.67,40.0,0.0,12.89,3.0058333333333334,2.175,2.2512038173943694,1.4625,4.32,10.0,27.5,19.066166666666668,18.375,4.148573144064433,15.75,22.75,0.0,9.63,3.2695833333333333,2.91,2.0308512914014942,1.67,4.5,9.5,24.67,17.286666666666665,17.33,2.583944068043795,15.73,19.0,0.0,8.19,3.2955833333333335,2.975,1.6488951206937381,2.05,4.355,26.5,44.25,36.699,36.0,3.836679762064936,34.0,39.542500000000004,0.0,12.5,3.1370833333333334,2.59,2.146561994529519,1.41,4.3725000000000005,11.0,28.25,18.663,17.71,4.090354631129599,15.5,22.0,0.0,9.22,3.314416666666667,2.895,2.125704943213484,1.63,4.66,11.0,22.67,17.49925,17.5,2.306099388742017,15.75,19.25,0.0,8.04,2.7205,2.49,1.64242792712445,1.79,3.3249999999999997,1
27.8,43.67,36.8405,36.29,3.934616005310264,34.5,40.269999999999996,0.0,10.5,2.970833333333333,2.435,1.958740627530448,1.5,3.9299999999999997,3.0,24.5,16.820166666666665,16.75,3.000346193843831,15.4575,18.67,0.0,10.57,2.944916666666667,2.545,1.7907207111289316,1.7,3.8175,8.67,22.0,16.363916666666668,16.67,2.9614779684649153,14.575,18.5,0.0,7.07,2.732,2.49,1.560688062006869,1.5,3.6725,28.5,44.67,37.29933333333334,36.25,3.7087275521427046,34.5,40.3125,0.0,9.1,2.6136666666666666,2.12,1.823167404204425,1.3,3.5625,6.67,23.25,15.710416666666667,15.875,3.426022608998217,13.0,18.25,0.0,8.32,3.4981666666666666,3.54,1.9044547437911092,2.1500000000000004,4.5175,9.33,21.25,15.864916666666666,16.125,2.6044619102103783,14.31,17.67,0.0,8.32,3.0853333333333333,2.715,1.8551612914695441,1.7975,4.1275,25.33,43.75,37.16883333333333,36.29,3.4774201253646813,34.75,40.0625,0.0,10.84,2.6806666666666668,2.23,2.033276005988024,1.3,3.3775,10.25,27.25,18.178416666666667,17.67,3.6647968739687315,15.31,20.5425,0.43,8.96,2.9239166666666665,2.68,1.8552987011012871,1.495,3.8475,8.33,22.25,16.950833333333332,17.25,2.83690729443154,15.0,19.0625,0.0,9.07,3.2244166666666665,2.9450000000000003,1.912489158900819,1.7,4.425,26.75,45.0,37.148583333333335,36.25,3.737948994043771,35.0,39.9375,0.0,10.2,2.6548333333333334,2.12,1.8790932836417282,1.3,3.8475,8.25,26.67,15.946666666666667,15.875,3.8180985045538294,13.0,18.5,0.0,7.26,3.1871666666666667,2.9450000000000003,1.8024806358396834,1.79,4.195,6.75,23.33,16.7705,16.67,2.888066391029056,15.25,18.5625,0.0,9.5,3.2636666666666665,2.87,1.9202844385480948,1.89,4.365,1
26.75,44.0,36.813833333333335,36.585,3.7887088293820548,35.0,39.8125,0.0,11.26,2.6841666666666666,2.12,2.2484312302578604,1.0525,3.9924999999999997,8.33,21.75,14.904583333333333,14.75,2.853384808774795,13.0,17.27,0.0,7.18,2.8128333333333333,2.6500000000000004,1.6419803493912815,1.56,3.7575000000000003,8.0,21.5,16.3705,16.5,3.108433324215342,13.75,19.0,0.0,8.23,2.96875,2.685,1.801137624863097,1.58,3.9,27.67,44.5,36.84775,35.875,3.5489346164397992,34.5,39.75,0.0,11.68,2.9928333333333335,2.49,2.175985117709448,1.41,4.21,8.25,25.33,17.581083333333332,17.25,3.4313739796115477,15.5,20.0625,0.0,8.6,3.22475,3.385,1.8013164945243187,1.625,4.32,8.67,23.0,16.081416666666666,16.0,2.783051736455345,14.0,18.25,0.0,8.81,2.971416666666667,2.5949999999999998,1.570365421175087,1.9124999999999999,3.785,27.33,44.75,36.94108333333333,36.375,3.6048051022114884,34.25,40.0,0.0,10.5,2.7111666666666667,2.12,2.095368716007378,1.22,4.24,9.0,25.33,16.768916666666666,16.585,3.577724922803499,14.1875,19.0,0.0,9.01,3.145,2.865,1.8773609225754768,1.6175,4.262499999999999,10.0,22.25,16.878666666666668,17.0,2.2576521355749444,15.31,18.67,0.0,8.44,2.4970833333333333,2.365,1.448661738755232,1.495,3.3049999999999997,28.5,43.0,36.850833333333334,36.25,3.307626172401975,34.5,39.75,0.0,10.5,2.6410833333333334,2.145,1.940091306797565,1.22,3.6725,7.0,27.0,16.724416666666666,15.75,3.903798580144951,14.0,19.5625,0.0,8.07,2.8718333333333335,2.71,1.7568765175843222,1.495,3.9699999999999998,10.0,22.33,16.994,17.0,2.3088355681321846,15.5,18.75,0.43,7.73,2.656,2.6100000000000003,1.3939282500855465,1.6175,3.67,1
29.75,43.25,36.965583333333335,36.25,3.5045700765669707,34.457499999999996,40.25,0.0,7.36,2.490083333333333,2.335,1.6477662475128494,1.3,3.6399999999999997,7.0,21.67,14.551,14.5,3.0172176509064066,12.5,16.5,0.0,6.18,2.8385833333333332,2.64,1.5125254610445813,1.7125,3.9225000000000003,6.0,21.0,15.866583333333333,16.0,2.889754575323351,13.9375,18.25,0.0,8.26,2.911,2.49,1.6873620205028006,1.6549999999999998,3.8449999999999998,26.25,43.4,36.76525,36.415,3.4322562739766544,34.0,39.7625,0.0,7.46,2.2844166666666665,1.93,1.6027826620926375,1.2875,3.2775,8.0,26.5,15.683416666666666,15.75,2.897764567523649,13.9375,17.33,0.0,8.0,2.7743333333333333,2.49,1.611600140855542,1.63,3.5875,5.33,22.25,15.808666666666667,15.75,3.1373156468208796,13.5,18.33,0.0,6.87,3.0185833333333334,2.715,1.6282992600846309,1.6524999999999999,4.06,29.25,44.25,37.125083333333336,36.415,3.553237367713636,34.75,40.5,0.0,8.64,2.4836666666666667,1.79,1.9861118357458207,1.09,3.665,9.0,21.5,15.87925,15.33,2.7788469171718746,13.75,18.0625,0.0,6.73,2.6119166666666667,2.545,1.4623581139725663,1.495,3.5725,9.25,21.25,16.3235,16.585,2.502989019874727,14.6875,18.25,0.0,7.53,2.7765833333333334,2.49,1.6391827723180918,1.5,3.8325,29.25,44.25,36.97391666666667,36.415,3.2766970190027846,34.4375,39.875,0.0,7.37,2.4221666666666666,2.09,1.6492051476537475,1.3,3.0,8.0,23.5,15.14,14.71,3.2792364350010903,12.4375,17.6175,0.0,8.06,2.91175,2.6,1.5843508134248554,1.6925,3.9325,2.0,21.0,15.957916666666666,16.33,2.8483457961613095,14.0,18.0,0.0,8.34,3.0323333333333333,2.755,1.5763071051149438,1.8925,3.7475,0
27.75,44.0,37.092,36.71,3.647710828137872,34.67,40.3125,0.0,10.76,2.33875,1.83,1.7359726223008678,1.2425,3.27,3.0,23.75,15.263083333333332,15.29,3.6592286453174085,13.5,17.75,0.0,9.0,3.0436666666666667,2.865,1.936131000035824,1.56,3.87,9.75,21.0,16.2965,16.375,2.4538255675508776,14.6875,18.3725,0.0,8.75,3.1729166666666666,3.02,1.663444030743856,2.005,4.130000000000001,29.33,44.0,37.19716666666667,36.46,3.9702708633406,33.6875,40.33,0.0,7.15,2.4326666666666665,1.96,1.6041342246346648,1.22,3.3850000000000002,8.0,22.75,15.084249999999999,15.0,2.9014107442281745,13.0,17.0,0.0,7.46,2.7921666666666667,2.555,1.6548493461772942,1.41,3.985,10.0,22.0,16.88475,17.0,2.669654232009718,15.1875,19.0,0.0,8.22,2.6565,2.28,1.6658727997281035,1.5,3.51,31.0,44.0,37.062333333333335,36.25,3.8369912787012073,33.5,40.0625,0.0,6.82,2.464583333333333,1.7149999999999999,1.6571007869792596,1.2425,3.91,0.0,24.75,14.14175,14.5,3.240598207692135,12.25,16.3125,0.0,8.15,2.7535833333333333,2.415,1.6782763245570222,1.56,3.6875,0.0,23.0,16.821,17.0,3.0429119733095997,15.1375,18.75,0.0,6.72,2.678,2.495,1.427332000151143,1.58,3.67,31.0,44.67,37.227833333333336,36.125,3.614263801817965,34.25,40.542500000000004,0.0,7.79,2.44025,2.0549999999999997,1.589369338749802,1.3,3.3425,6.67,22.5,15.504833333333334,15.25,3.1891501945793386,13.31,17.8125,0.0,7.98,2.809083333333333,2.5949999999999998,1.5765796378051238,1.6824999999999999,3.96,11.25,22.0,17.091833333333334,17.25,2.521398499277109,15.0,18.75,0.0,7.93,2.7823333333333333,2.74,1.742208939477558,1.2875,3.77,0
29.67,44.0,36.94716666666667,35.75,3.797352059141268,33.75,40.542500000000004,0.0,7.02,2.6210833333333334,2.14,1.6567670227847713,1.3,3.9,6.0,24.0,14.774833333333333,14.33,3.2549225767124113,12.585,16.8125,0.0,7.52,3.025,2.62,1.7093981446131041,1.7975,4.1274999999999995,8.67,22.0,17.071916666666667,17.25,2.7452370658322107,15.4375,19.25,0.0,8.34,2.7349166666666664,2.49,1.6826085170260572,1.41,3.77,30.0,43.5,36.60516666666667,36.125,3.5546026461460913,33.6875,39.3125,0.0,10.47,2.8653333333333335,2.415,2.046059928861566,1.3,4.29,7.0,19.33,13.942166666666667,13.67,2.7870433064731635,12.0,16.25,0.0,6.61,2.593583333333333,2.55,1.446191053915689,1.495,3.56,10.67,22.75,17.073,17.25,2.2484701054552736,15.75,18.5,0.0,8.38,2.49675,2.14,1.4621385066419124,1.41,3.2875,27.0,45.0,36.78483333333333,36.0,4.212076272648757,33.5,40.3875,0.0,9.49,2.4355,1.83,1.7430196197857277,1.2425,3.6475,5.67,21.25,15.124916666666667,15.29,3.4044678987573778,12.9375,17.69,0.0,6.26,2.9066666666666667,2.74,1.4113449889630625,1.9124999999999999,3.7175000000000002,11.0,24.5,17.984666666666666,18.375,2.999919868210862,16.0,20.0,0.0,8.99,2.9405833333333335,2.6100000000000003,1.8121987646903137,1.7,3.74,29.25,44.25,36.940916666666666,36.415,4.045041574265339,33.5,40.625,0.0,7.3,2.478666666666667,1.745,1.8085222777537613,1.22,3.6775,6.33,25.0,17.368583333333333,17.0,3.6072383570296225,15.0,19.3125,0.43,10.61,3.2228333333333334,2.895,1.9738258645122082,1.7675,4.305,11.0,24.67,17.0555,17.0,2.9837359836567425,14.75,19.27,0.0,8.57,3.378,3.0,1.809718210108966,2.0575,4.35,0
27.67,44.0,36.68633333333333,36.0,4.074619523060169,33.75,40.5,0.0,9.12,2.806416666666667,2.145,1.9984337547161266,1.3,4.4925,9.0,24.0,16.90225,16.29,3.1847735068472245,14.9375,19.0,0.0,9.63,3.2678333333333334,3.0149999999999997,1.836121315325825,2.0575,4.2075000000000005,10.0,24.5,17.818666666666665,18.125,3.125440724104035,15.5,20.25,0.0,7.16,3.218,3.075,1.6284263683000193,1.89,4.24,29.0,44.33,36.60358333333333,35.875,4.050902336627773,33.0,40.25,0.0,8.51,2.8465,2.47,1.8575277913932589,1.3,4.245,7.0,25.25,17.521916666666666,17.29,3.5026022249091273,15.25,19.67,0.0,8.73,3.25575,3.08,1.899026138079528,1.79,4.452500000000001,7.67,23.0,16.906583333333334,16.5,3.290378000770608,14.9375,19.33,0.0,8.93,3.2708333333333335,2.95,1.6921641373658511,2.1025,4.3825,27.0,44.0,36.53,36.125,3.9104028462765914,33.6275,39.5,0.0,7.7,2.80475,2.49,1.819297104318454,1.3824999999999998,3.9325,9.25,21.25,15.288083333333333,15.5,2.886581618173189,13.33,17.27,0.0,8.1,2.764666666666667,2.685,1.494914591491548,1.6824999999999999,3.44,11.25,23.0,16.53575,16.415,2.831387005329646,14.875,18.3725,0.0,8.56,2.9983333333333335,2.57,1.6748416874054537,1.7975,3.8575,28.25,44.0,36.34675,36.25,4.080089833106434,32.75,39.25,0.0,10.43,2.9341666666666666,2.47,1.9104549079164554,1.5,4.12,6.0,27.67,14.912,14.67,3.478377773154191,12.6275,17.33,0.0,7.59,2.9335833333333334,2.62,1.679768289259635,1.87,3.9225000000000003,9.67,23.33,16.9895,16.75,2.9814217041792763,15.0,19.5,0.0,9.18,3.4146666666666667,2.87,2.048558391795029,1.79,4.57,0
20.0,44.0,35.34916666666667,35.5,5.068664416153967,32.9375,39.25,0.0,11.39,3.555,2.85,2.37214295203176,1.775,4.5625,8.75,27.0,16.945083333333333,17.0,3.3050610530557187,14.75,19.25,0.0,9.46,2.8669166666666666,2.755,1.72126287223949,1.41,3.9749999999999996,4.0,22.33,16.627,17.0,2.9406357855962733,14.787500000000001,18.75,0.0,9.39,3.2423333333333333,2.9000000000000004,1.96759450173284,1.79,4.5,26.67,44.25,36.03516666666667,35.625,4.1687539164223,33.0,39.25,0.43,8.84,3.0934166666666667,2.865,1.911877732383908,1.5,4.165,5.0,22.0,15.076333333333332,15.0,2.7439678481754717,13.25,16.75,0.0,8.34,2.8388333333333335,2.545,1.7234922448932815,1.495,3.8025,5.5,21.33,15.11725,15.33,3.3099597505740417,13.25,17.33,0.47,7.5,3.1025,2.9050000000000002,1.578864207230612,1.865,4.09,26.0,43.75,36.113166666666665,36.125,4.192158542958474,33.5,38.7525,0.0,8.81,3.172833333333333,2.755,1.8745671470490248,1.7575,4.15,6.67,24.0,14.931666666666667,15.0,3.6022531075675936,12.33,17.25,0.0,7.35,3.06525,2.94,1.5822311459327505,2.045,4.0375,7.0,22.33,15.297,15.585,3.2042586158596693,13.31,17.67,0.0,8.81,2.9419166666666667,2.8449999999999998,1.6639430217263516,1.89,3.74,18.5,44.0,35.511916666666664,36.0,4.964296948680435,32.5,39.542500000000004,0.0,12.6,3.4911666666666665,2.935,2.342831076065962,1.85,4.39,10.0,24.5,17.267,17.0,3.4431887702481587,14.73,19.5,0.0,8.96,2.7135,2.3200000000000003,1.7883397539702157,1.41,3.59,10.33,24.33,16.963833333333334,17.0,2.5877822773266566,15.31,18.75,0.5,8.26,2.9919166666666666,2.49,1.7654962383950623,1.79,3.885,0
21.0,43.75,35.842666666666666,36.25,4.604935192079179,33.2475,39.8125,0.0,10.47,3.5054166666666666,2.9450000000000003,2.290252232203878,1.7975,5.1,8.67,22.75,16.405666666666665,16.75,3.4054834016449926,14.0,19.0,0.0,8.73,3.1066666666666665,2.87,1.8289990527646551,1.64,4.262499999999999,0.0,24.75,16.172,16.71,4.169491555565592,14.1875,19.0,0.0,8.5,3.1305,2.96,1.680504551085325,1.865,4.3375,19.0,43.33,35.54566666666667,36.0,4.960577482872879,33.1875,39.3725,0.0,11.2,3.8106666666666666,3.515,2.4072159494841707,1.9124999999999999,5.137499999999999,7.67,21.5,16.467333333333332,17.0,2.76302195216094,14.9375,18.33,0.0,7.85,2.935583333333333,2.685,1.7107970503888088,1.6375,4.095,8.0,21.5,15.887083333333333,15.585,2.6528685586805567,14.0,17.5,0.47,8.34,3.3685833333333335,3.065,1.6713680281237202,2.1675,4.3575,19.25,43.33,35.75183333333333,36.0,4.935989932186273,32.565,39.33,0.0,10.54,3.5125,2.8449999999999998,2.26866904675351,2.01,4.9375,10.0,22.0,16.57375,17.0,2.7091832818437833,15.0,18.25,0.0,8.87,2.97425,2.605,1.6204852797902254,1.9075,3.9475000000000002,11.0,24.0,17.074833333333334,16.875,3.134575945569579,14.67,19.69,0.0,7.87,2.762583333333333,2.52,1.4888710379972858,1.5975,3.51,27.33,42.67,36.379333333333335,36.25,3.8944076977798066,33.4375,39.542500000000004,0.0,8.29,2.8286666666666664,2.52,1.8576509669057688,1.3,3.9625,8.5,26.5,17.31475,17.415,3.0566906811399916,15.4575,19.3725,0.0,8.86,3.4969166666666665,3.3099999999999996,1.9102271393972072,1.995,4.9325,10.67,26.5,19.179333333333332,19.5,3.0686064867147955,17.0,21.33,0.47,7.89,3.1104166666666666,2.85,1.618609941974193,1.92,3.985,0
28.75,42.33,36.79241666666667,37.5,3.407261646215372,34.0,39.33,0.0,6.55,2.46775,2.05,1.7232032232849075,1.09,3.6725,10.0,28.0,18.731416666666668,18.415,3.8636333524381983,16.25,21.67,0.0,9.78,3.3705833333333333,3.22,1.9978662129286593,1.685,4.555,9.75,27.0,18.7615,19.125,3.883855324915432,15.9175,21.5,0.0,8.38,3.458,3.0,1.8986340069736916,2.0575,4.609999999999999,27.0,42.67,35.89308333333334,36.29,3.836360494236262,32.6875,38.8125,0.0,9.71,2.9160833333333334,2.3200000000000003,2.2590751791974752,1.2425,4.06,9.5,25.5,18.426333333333332,18.415,3.2079224233933386,16.4375,20.5,0.0,7.73,2.7103333333333333,2.49,1.522565798461353,1.6175,3.5625,7.67,26.5,17.85625,17.875,3.675254993154337,15.0,20.0,0.0,9.57,3.6375,3.5999999999999996,2.0095278303224204,2.4275,4.8,23.33,43.0,36.037166666666664,36.5,4.306626940221419,33.1875,39.269999999999996,0.0,9.63,2.8926666666666665,2.1100000000000003,2.372328832526355,1.195,3.75,7.4,24.25,17.463333333333335,17.67,3.5678806018132847,14.9375,20.0,0.0,8.55,3.1465,2.9050000000000002,1.852511195942534,1.7175,4.202500000000001,8.0,25.5,17.930666666666667,17.875,3.40217027454988,15.6275,20.25,0.0,10.64,3.6373333333333333,3.27,1.9220541066253882,2.26,4.8100000000000005,26.5,43.5,36.25366666666667,36.625,3.6680585695252734,33.33,39.125,0.0,9.63,2.6675833333333334,2.23,1.9443981142272915,1.3,3.5949999999999998,7.0,28.5,19.12175,19.415,5.063319013529871,15.2375,22.5,0.43,8.38,3.29175,3.27,1.7861044708169422,1.7975,4.5,10.5,26.67,19.440166666666666,19.5,3.287763149408826,17.25,22.0,0.0,11.15,3.3891666666666667,3.0149999999999997,2.0336296909437457,2.16,4.12,0
30.75,44.5,36.9235,35.875,3.604789915672543,34.25,40.0625,0.0,7.36,2.296,1.92,1.430502291757231,1.3,2.8625,8.5,24.0,16.9535,17.415,3.003878067661561,15.0,19.0,0.0,8.05,3.2090833333333335,2.9450000000000003,1.6695649289023555,2.1500000000000004,4.16,7.0,24.67,19.2545,19.75,3.000318988643282,17.375,21.27,0.47,8.26,2.9535833333333334,2.59,1.6908208914946743,1.7525,3.8475,24.25,45.0,36.98491666666666,36.125,3.9486436339101356,34.1875,40.269999999999996,0.0,8.18,2.489333333333333,1.9849999999999999,1.6110181202436868,1.3,3.67,5.5,26.75,17.289583333333333,17.33,4.122644455191542,15.0,19.75,0.0,7.45,2.781083333333333,2.49,1.551041285274977,1.56,4.02,7.25,25.5,19.886666666666667,20.5,3.108274490472688,18.25,22.25,0.0,9.07,3.057166666666667,2.755,1.9345740561455602,1.7175,4.16,31.5,44.5,37.62625,36.375,3.6601003481904066,35.0,41.0,0.0,8.58,2.4526666666666666,1.79,1.79392379354052,1.3,3.0275,6.75,23.0,15.512583333333334,15.75,3.403121773919242,13.0,18.0,0.0,7.83,3.15675,2.87,1.6060793969825284,2.0374999999999996,3.9775,11.75,24.5,19.453333333333333,19.9,2.911892835932528,17.5,21.69,0.0,8.18,2.935583333333333,2.55,1.874398859750553,1.3824999999999998,4.1725,29.0,44.67,37.1735,36.55,3.0558195341364787,35.25,39.3725,0.0,7.25,2.2588333333333335,2.12,1.5584236720919942,1.3,3.0075,9.5,23.0,16.368666666666666,16.125,2.819176509280004,14.5,18.5,0.0,7.26,2.4955,2.17,1.4805488705149836,1.3,3.4225,12.33,24.0,19.8345,20.375,2.4908750613847674,18.5,21.5425,0.0,9.34,2.7405833333333334,2.355,1.9098177553220663,1.3824999999999998,3.6399999999999997,0
23.0,45.0,35.02141666666667,36.0,5.236944438488987,31.9375,38.5,0.0,13.27,4.3935,4.225,2.674127093891708,2.45,5.8100000000000005,9.5,24.5,15.560666666666666,15.5,3.1987213131524426,13.25,17.5,0.0,7.02,2.7956666666666665,2.715,1.5724336078131862,1.69,3.8075,9.0,22.75,16.644583333333333,16.875,2.89973684573442,14.75,18.75,0.0,7.89,3.0105833333333334,2.86,1.6762675103056925,1.98,3.9,18.0,45.67,35.45075,36.0,4.884939324687909,31.73,38.75,0.0,15.08,4.197333333333333,3.56,2.7536676026903546,2.3575,5.7925,8.67,21.75,15.322916666666666,15.5,2.9350230542760065,13.25,17.3725,0.43,7.68,3.01425,2.74,1.3443099273129948,1.92,3.9175,6.25,23.5,15.754083333333334,16.0,3.647392874768657,13.0,18.3125,0.0,7.79,3.2025833333333336,2.87,1.8075767221455852,1.7675,4.625,23.0,46.0,35.16416666666667,35.625,4.639122559627983,32.0,38.75,0.0,16.2,4.380083333333333,3.865,2.7307598892669294,2.4800000000000004,5.875,8.0,23.67,15.55125,16.0,3.292531544357356,13.31,17.75,0.0,6.6,2.9904166666666665,2.8099999999999996,1.439860168183553,2.0175,3.6775,6.5,22.67,15.887583333333334,16.0,3.145430190837841,14.0,18.0,0.0,8.5,3.251916666666667,2.975,1.763535551117703,1.87,4.5,24.75,42.67,35.137,35.625,4.240269652119906,32.25,38.5,0.47,12.82,4.313166666666667,3.88,2.352047198167793,2.615,5.875,5.67,22.67,15.414083333333334,15.5,3.0514588041350543,13.73,17.25,0.87,8.76,3.4910833333333335,3.3,1.5953550200679543,2.1775,4.5125,7.33,23.33,16.118583333333333,16.5,3.0567974386983012,14.4575,18.3725,0.43,7.98,3.50275,3.375,1.8131295023899905,2.025,5.005,0
