min_avg_RSS12_1,max_avg_RSS12_1,mean_avg_RSS12_1,median_avg_RSS12_1,standard deviation_avg_RSS12_1,1st quart_avg_RSS12_1,3rd quart_avg_RSS12_1,min_var_RSS12_1,max_var_RSS12_1,mean_var_RSS12_1,median_var_RSS12_1,standard deviation_var_RSS12_1,1st quart_var_RSS12_1,3rd quart_var_RSS12_1,min_avg_RSS13_1,max_avg_RSS13_1,mean_avg_RSS13_1,median_avg_RSS13_1,standard deviation_avg_RSS13_1,1st quart_avg_RSS13_1,3rd quart_avg_RSS13_1,min_var_RSS13_1,max_var_RSS13_1,mean_var_RSS13_1,median_var_RSS13_1,standard deviation_var_RSS13_1,1st quart_var_RSS13_1,3rd quart_var_RSS13_1,min_avg_RSS23_1,max_avg_RSS23_1,mean_avg_RSS23_1,median_avg_RSS23_1,standard deviation_avg_RSS23_1,1st quart_avg_RSS23_1,3rd quart_avg_RSS23_1,min_var_RSS23_1,max_var_RSS23_1,mean_var_RSS23_1,median_var_RSS23_1,standard deviation_var_RSS23_1,1st quart_var_RSS23_1,3rd quart_var_RSS23_1,min_avg_RSS12_2,max_avg_RSS12_2,mean_avg_RSS12_2,median_avg_RSS12_2,standard deviation_avg_RSS12_2,1st quart_avg_RSS12_2,3rd quart_avg_RSS12_2,min_var_RSS12_2,max_var_RSS12_2,mean_var_RSS12_2,median_var_RSS12_2,standard deviation_var_RSS12_2,1st quart_var_RSS12_2,3rd quart_var_RSS12_2,min_avg_RSS13_2,max_avg_RSS13_2,mean_avg_RSS13_2,median_avg_RSS13_2,standard deviation_avg_RSS13_2,1st quart_avg_RSS13_2,3rd quart_avg_RSS13_2,min_var_RSS13_2,max_var_RSS13_2,mean_var_RSS13_2,median_var_RSS13_2,standard deviation_var_RSS13_2,1st quart_var_RSS13_2,3rd quart_var_RSS13_2,min_avg_RSS23_2,max_avg_RSS23_2,mean_avg_RSS23_2,median_avg_RSS23_2,standard deviation_avg_RSS23_2,1st quart_avg_RSS23_2,3rd quart_avg_RSS23_2,min_var_RSS23_2,max_var_RSS23_2,mean_var_RSS23_2,median_var_RSS23_2,standard deviation_var_RSS23_2,1st quart_var_RSS23_2,3rd quart_var_RSS23_2,min_avg_RSS12_3,max_avg_RSS12_3,mean_avg_RSS12_3,median_avg_RSS12_3,standard deviation_avg_RSS12_3,1st quart_avg_RSS12_3,3rd quart_avg_RSS12_3,min_var_RSS12_3,max_var_RSS12_3,mean_var_RSS12_3,median_var_RSS12_3,standard deviation_var_RSS12_3,1st quart_var_RSS12_3,3rd quart_var_RSS12_3,min_avg_RSS13_3,max_avg_RSS13_3,mean_avg_RSS13_3,median_avg_RSS13_3,standard deviation_avg_RSS13_3,1st quart_avg_RSS13_3,3rd quart_avg_RSS13_3,min_var_RSS13_3,max_var_RSS13_3,mean_var_RSS13_3,median_var_RSS13_3,standard deviation_var_RSS13_3,1st quart_var_RSS13_3,3rd quart_var_RSS13_3,min_avg_RSS23_3,max_avg_RSS23_3,mean_avg_RSS23_3,median_avg_RSS23_3,standard deviation_avg_RSS23_3,1st quart_avg_RSS23_3,3rd quart_avg_RSS23_3,min_var_RSS23_3,max_var_RSS23_3,mean_var_RSS23_3,median_var_RSS23_3,standard deviation_var_RSS23_3,1st quart_var_RSS23_3,3rd quart_var_RSS23_3,bending
29.0,43.0,36.5518125,36.0,3.368218063100649,34.25,39.0625,0.0,10.85,2.9099375,2.415,1.9263157708172807,1.58,3.9,9.67,24.0,17.9991875,18.25,3.0130834145001444,16.5,20.0,0.0,6.94,2.74925,2.52,1.5513173748412272,1.495,3.925,3.0,22.0,15.605625,15.75,3.1611642404889233,13.9375,17.75,0.0,7.31,3.214625,3.085,1.5843459406797578,2.0575,4.5,28.0,43.75,36.689,36.0,3.368358351990089,34.5,39.0,0.0,7.93,2.9028125,2.12,2.086810684405073,1.3,4.6425,8.33,27.67,18.4715625,17.75,4.193889767234825,15.25,22.0,0.0,9.63,2.952375,2.55,1.9914978047412724,1.29,4.04,6.0,24.67,16.293875,16.5,3.111576475097046,14.5,18.5,0.0,8.19,3.18325,2.87,1.667710195326959,1.85,4.44,26.5,44.33,36.8210625,36.0,3.847019363545051,34.5,39.8125,0.0,12.89,3.106375,2.495,2.20567121730958,1.4625,4.262499999999999,11.0,28.25,18.719625,17.75,3.988163917245328,15.73,22.0,0.0,9.22,3.2281875,2.935,1.9881570341136527,1.6549999999999998,4.5,11.0,22.67,17.5405,17.67,2.260634630102266,16.0,19.27,0.0,8.04,2.8220625,2.59,1.6167056716587545,1.8,3.3625,1
27.8,43.75,36.9283125,36.25,3.83604080845336,34.5,40.3725,0.0,10.5,2.8719375,2.37,1.9019600935159082,1.41,3.8025,3.0,24.5,16.281875,16.5,3.314055864584196,14.475,18.3725,0.0,10.57,3.1394375,2.865,1.8348122954654498,1.79,4.03,8.67,22.0,16.01125,16.25,2.9343248931596424,14.0,18.0,0.0,8.06,2.88725,2.6,1.7101572070882771,1.6175,3.77,25.33,44.67,37.281125,36.5,3.689807649108742,35.0,40.0,0.0,10.84,2.7715625,2.1500000000000004,2.066921737213893,1.2875,3.925,10.0,27.25,17.1519375,17.0,3.7104302242326788,14.4575,19.5625,0.0,8.0,3.070625,2.87,1.8936609538605635,1.56,4.0875,10.0,22.25,16.7344375,16.875,2.6385182011795885,15.0,18.67,0.0,9.07,3.1473125,2.8,1.9184902088892126,1.7675,4.0225,26.75,45.0,37.1335,36.25,3.6167604601929466,34.9375,40.269999999999996,0.0,10.2,2.5465,2.12,1.7918204087905931,1.3,3.5025000000000004,8.25,26.67,16.5579375,16.5,3.763036726484903,13.9175,19.25,0.0,8.96,3.2055625,2.99,1.8229262351950133,1.79,4.245,6.75,23.33,16.7169375,16.67,2.918663430833415,15.0,18.75,0.0,9.5,3.1945,2.87,1.8352950510826054,1.89,4.345000000000001,1
26.75,44.0,36.8041875,36.415,3.699942286117106,34.9375,39.75,0.0,11.26,2.7896875,2.12,2.2007978604325023,1.22,4.3500000000000005,8.25,25.0,15.3034375,15.25,3.148883609073312,13.5,17.5,0.0,8.18,3.0156875,2.87,1.6756328465152368,1.69,3.9775,8.0,22.5,16.316375,16.5,3.0151966231243725,14.0,18.75,0.0,8.81,2.9935,2.685,1.7962459805498547,1.64,3.9,27.33,44.75,36.934125,36.125,3.5786523564994748,34.475,40.0,0.0,11.68,2.89875,2.49,2.204468232631,1.2875,4.045,9.0,25.33,17.742625,17.29,3.516889972492223,15.33,20.415,0.0,9.01,3.1551875,2.8449999999999998,1.9371456573928487,1.5,4.3225,8.67,23.0,16.4133125,16.585,2.585671383896869,15.0,18.25,0.0,8.44,2.8273125,2.5949999999999998,1.505101063020574,1.7675,3.535,28.33,43.67,36.8518125,36.33,3.403656907207472,34.457499999999996,39.75,0.0,10.5,2.5835,2.12,1.93219339631278,1.12,3.7025,7.0,27.0,16.4381875,15.67,3.6748839663151953,13.787500000000001,19.0,0.0,8.07,2.8699375,2.74,1.6986059755635279,1.5,3.9699999999999998,10.0,22.33,17.013749999999998,17.0,2.277259400542347,15.4575,18.75,0.0,7.73,2.499125,2.47,1.3437764243416206,1.5,3.4,1
29.75,43.25,36.7871875,36.25,3.365668917202066,34.457499999999996,39.3125,0.0,7.36,2.5084375,2.335,1.6343511962081985,1.3,3.6399999999999997,7.0,22.67,14.597125,14.58,2.9564355530343094,12.5,16.5,0.0,7.05,2.7924375,2.5,1.539410467440102,1.6375,3.9025,6.0,22.25,15.911375,16.25,2.956580016350269,13.9375,18.25,0.0,8.26,3.057875,2.525,1.7274936902013664,1.79,4.0649999999999995,26.25,44.25,37.0651875,36.5,3.6051893017884042,34.5,40.542500000000004,0.0,8.64,2.3639375,1.79,1.863536941725626,1.09,3.2775,8.0,26.5,16.089625,15.875,2.802355004131773,14.0,18.0,0.0,8.0,2.7113125,2.525,1.5078637151581598,1.5,3.5475,5.33,22.25,16.0410625,16.5,2.8387056570539215,14.0,18.27,0.0,7.53,2.8089375,2.59,1.5510356032696548,1.56,3.685,29.25,44.25,37.02,36.5,3.3426553298370534,34.5,40.25,0.0,7.37,2.387875,2.0549999999999997,1.6755100181003741,1.2425,3.2175000000000002,8.0,23.5,15.2535,15.0,3.1641585963161685,13.0,17.67,0.0,8.06,2.8486875,2.5949999999999998,1.5871968573537787,1.6475,3.8775,2.0,21.0,16.0150625,16.29,2.7729622234939533,14.25,18.0,0.0,8.34,2.9370625,2.5,1.6113799691178408,1.79,3.7475,0
27.75,44.0,37.1138125,36.67,3.7667589244350803,34.1875,40.5,0.0,10.76,2.329,1.83,1.7174422257363235,1.22,3.2775,3.0,23.75,15.2994375,15.25,3.484445083975208,13.4375,17.75,0.0,9.0,3.0203125,2.685,1.9115762608644804,1.5,3.9625,9.75,21.0,16.4088125,16.71,2.601517063908102,14.75,18.69,0.0,8.75,3.0904375,2.87,1.650817730235267,2.005,4.0675,30.5,44.0,37.1295,36.25,3.876364568013558,33.75,40.0625,0.0,7.15,2.5153125,1.9699999999999998,1.6033698482518055,1.2425,3.91,7.0,21.0,14.58925,14.75,2.8168184358649966,12.73,16.33,0.0,7.71,2.7574375,2.49,1.6020200482712115,1.5,3.7800000000000002,9.0,23.0,16.8038125,17.0,2.672700768620555,14.6875,18.75,0.0,8.15,2.67725,2.29,1.6010071319260226,1.5,3.67,31.0,44.67,37.1911875,36.25,3.653458837055181,34.1875,40.542500000000004,0.0,7.79,2.412875,1.95,1.6112432745979441,1.3,3.3425,0.0,24.75,15.10675,15.125,3.500284364009704,13.0,17.5,0.0,8.15,2.771125,2.5,1.6118062790335803,1.63,3.915,0.0,22.0,17.1079375,17.29,2.7621175216880895,15.31,18.75,0.0,7.93,2.699625,2.495,1.63637653380185,1.3,3.685,0
29.67,44.0,36.8854375,36.0,3.7241675186222505,33.75,40.3725,0.0,7.78,2.67025,2.165,1.7147447689500357,1.3,3.87,6.0,24.0,14.554625,14.25,3.131733276894771,12.25,16.5,0.0,7.52,2.921,2.62,1.6404582884750272,1.7675,3.925,8.67,22.0,17.1373125,17.33,2.559102073724714,15.9375,19.0,0.0,8.38,2.637,2.205,1.6581128167912909,1.41,3.6550000000000002,28.33,44.0,36.4963125,35.75,3.867428837571447,33.4375,39.5625,0.0,10.47,2.679375,2.145,1.9056340457580523,1.25,4.03,5.67,21.25,14.104,14.25,3.1437625576477495,12.0,16.0,0.0,6.61,2.7193125,2.55,1.4249608278296837,1.6549999999999998,3.5625,10.67,23.5,17.1144375,17.0,2.661523360754658,15.4575,19.0,0.0,8.99,2.6828125,2.45,1.6017125944010346,1.5,3.6399999999999997,27.0,45.0,37.0768125,36.33,4.102386845027888,33.75,41.25,0.0,9.49,2.4508125,1.745,1.8408618339426421,1.22,3.6475,6.33,25.0,17.24925,17.125,3.390463234337784,15.0,19.0625,0.0,10.61,3.17075,2.9299999999999997,1.8685741208962032,1.79,4.1725,11.0,24.67,17.6370625,18.0,3.080811294945357,15.1875,20.0,0.0,8.62,3.342875,2.975,1.8209090920152078,2.0575,4.3,0
27.67,44.33,36.662625,35.875,4.076478701113123,33.644999999999996,40.5,0.0,9.12,2.8476875,2.17,1.9787147921753623,1.3,4.5,7.0,25.0,17.095,16.5,3.34986322822272,15.0,19.3125,0.0,9.63,3.2684375,3.0149999999999997,1.9128800594536362,1.79,4.245,7.67,24.5,17.6191875,17.71,3.2266650368794294,15.5,20.25,0.0,8.93,3.331875,3.27,1.7055632934015497,2.0575,4.4174999999999995,27.0,44.0,36.5870625,36.125,3.992788719313292,33.1875,39.8125,0.0,8.51,2.8506875,2.49,1.8297238757468262,1.3,4.0825,8.5,25.25,16.452375,16.5,3.2245197560617775,14.31,18.5,0.0,8.6,3.0623125,2.98,1.6259430633099639,1.92,3.9225000000000003,9.5,23.0,16.6033125,16.365,2.981697360063991,14.75,19.0,0.0,8.56,3.0773125,2.755,1.6339483074873822,2.01,3.84,28.25,44.0,36.3753125,36.25,4.0067061585986306,33.125,39.25,0.0,10.43,2.8455,2.47,1.8775860321636668,1.41,3.9325,6.0,27.67,14.9208125,15.0,3.391060755336543,12.5,17.27,0.0,7.59,2.835625,2.55,1.6579580103702694,1.685,3.6775,9.67,23.33,16.965375,16.875,2.9823463574168376,15.0,19.5,0.0,9.18,3.2671875,2.725,1.9548807397795414,1.7,4.5,0
20.0,44.25,35.587875,35.625,4.852346172781075,33.0,39.0625,0.0,11.39,3.354625,2.83,2.290591609472027,1.5,4.452500000000001,8.67,27.0,16.3244375,16.125,3.351334052758111,14.0,18.8125,0.0,9.46,2.89025,2.685,1.7757011016822974,1.48,4.050000000000001,4.0,22.33,16.1915625,16.585,3.235578073199177,14.5,18.3725,0.0,9.39,3.162875,2.87,1.8945112336603889,1.7675,4.3500000000000005,26.67,43.75,36.0165,36.0,4.163527350696762,33.31,39.33,0.0,8.84,3.2340625,2.86,1.8553961067789038,1.9849999999999999,4.245,5.0,22.0,14.835875,15.0,3.0099295604913245,13.0,16.75,0.0,8.34,3.0051875,2.865,1.6310528188737399,1.7,3.9,7.0,21.0,15.1205625,15.33,3.021742853103656,13.1875,17.0,0.0,8.81,3.1704375,3.0149999999999997,1.6165641594455118,2.05,4.09,18.5,44.0,35.6526875,36.0,4.81346117208695,32.6275,39.5,0.0,12.6,3.395625,2.8,2.258391949621059,1.79,4.33,8.0,24.5,17.00475,17.0,3.6068913687428887,14.4575,19.5,0.0,8.96,2.7179375,2.49,1.7030188131169277,1.4625,3.5625,7.25,24.33,16.6916875,17.0,2.903476818846433,15.0,18.75,0.0,8.26,2.8756875,2.49,1.7172936957837521,1.79,3.7475,0
19.0,43.75,35.6881875,36.0,4.85446845594653,33.33,39.75,0.0,11.2,3.566125,3.0149999999999997,2.337528659898966,1.7975,5.1049999999999995,8.67,22.75,16.469875,17.0,3.2441719369669304,14.25,18.75,0.0,8.73,3.0644375,2.83,1.8092688494676756,1.69,4.245,0.0,24.75,16.113375,16.5,3.8865890831496275,14.0,18.67,0.0,8.5,3.2889375,3.0999999999999996,1.6848490953366135,2.1025,4.425,19.25,43.25,35.53625,36.125,4.974894676676598,32.6875,39.33,0.0,10.54,3.851,3.3099999999999996,2.407809150589052,2.06,5.077500000000001,7.67,22.0,16.426625,16.75,2.6986691076955287,15.0,18.25,0.0,8.87,2.871375,2.49,1.5962327849576283,1.775,3.9625,10.5,22.75,15.894875,15.415,2.6631300417923374,14.0,17.27,0.0,7.87,2.9425,2.77,1.6194338633410903,1.7675,3.765,27.33,43.33,36.4151875,36.125,3.9242291991408904,33.1875,39.69,0.0,8.29,2.8258125,2.49,1.8064191869796036,1.3824999999999998,3.9925,8.5,26.5,17.174625,17.29,3.019992062861826,15.25,19.27,0.0,8.86,3.44925,3.2350000000000003,1.8824901713642541,2.0575,4.905,10.67,26.5,19.2266875,19.5,2.917759914831494,17.25,21.33,0.47,7.89,3.047625,2.83,1.562190240993908,1.87,3.9,0
28.0,42.33,36.5036875,37.25,3.582815838930578,34.0,39.25,0.0,8.86,2.6199375,2.165,1.8783870027015834,1.12,3.6950000000000003,10.0,28.0,18.856375,18.625,3.7148993718225127,16.5,21.67,0.0,9.78,3.1306875,2.975,1.9294027889104297,1.56,4.2475000000000005,9.75,27.0,18.6429375,19.0,3.883967140796402,15.5,21.3725,0.0,9.57,3.566125,3.0949999999999998,1.9488448400762497,2.1675,4.702500000000001,24.33,43.0,36.1193125,36.625,4.066436036641218,33.0,39.0625,0.0,9.71,2.725,2.05,2.2568336476593815,1.12,3.7475,7.4,24.25,17.5174375,18.0,3.438798101954561,15.0,19.75,0.0,7.73,3.0053125,2.77,1.605052134530137,1.885,4.0675,7.67,25.75,17.693375,17.625,3.5843366249391955,15.25,20.05,0.0,8.81,3.46475,3.27,1.9165774493864982,2.1574999999999998,4.5625,23.33,43.5,36.10925,36.0,3.8122054149515807,33.33,39.0,0.0,9.63,2.863125,2.29,2.1290577794653407,1.3,3.8025,7.0,28.5,18.9333125,19.25,4.671441365363741,15.5,22.5,0.0,8.55,3.253375,3.02,1.8828714480646596,1.79,4.4025,10.5,26.67,19.155125,19.0,3.2230566740129434,17.0,21.5,0.0,11.15,3.560625,3.0999999999999996,2.0344234692416565,2.2875,4.5,0
29.33,44.5,36.79475,35.875,3.7225302394537763,34.0,39.8125,0.0,8.18,2.4598125,2.085,1.5404346653893934,1.3,3.27,8.5,26.75,17.5693125,17.585,3.3785475875145847,15.67,19.5425,0.0,8.05,3.0638125,2.86,1.692850995487945,2.05,4.105,7.0,24.67,19.1185,19.71,3.1878803904236737,16.75,21.5,0.0,8.26,2.9545625,2.57,1.7098776472005905,1.79,3.9025,24.25,45.0,37.3584375,36.25,3.743678705183115,34.6275,40.75,0.0,7.56,2.3613125,1.79,1.6282351914992126,1.3,3.05,5.5,23.75,16.0188125,16.585,3.7478824833866815,13.4575,18.5625,0.0,7.83,3.0451875,2.77,1.5833882037000129,1.7,4.0225,12.5,25.5,20.0125,20.5,2.7855211903496246,18.25,22.0625,0.0,9.07,3.0526875,2.71,1.9533006163814044,1.5,4.0825,29.0,44.67,37.3779375,36.55,3.2473573381449374,35.25,40.0625,0.0,8.58,2.3015,1.92,1.640916372299485,1.3,3.05,9.5,23.0,16.005125,15.71,2.893626043978375,14.0,18.0,0.0,7.43,2.6228125,2.45,1.4884448732564037,1.5,3.58,11.75,24.33,19.69075,20.25,2.6140083560567655,18.0,21.5,0.0,9.34,2.7579375,2.36,1.8855098227446783,1.3,3.6950000000000003,0
23.0,45.0,34.99775,35.5,5.188382517187227,31.73,38.69,0.0,13.27,4.3104375,4.21,2.6407804132562283,2.45,5.7675,9.5,24.5,15.5054375,15.5,3.242264106600461,13.1875,17.5425,0.0,7.02,2.7911875,2.69,1.5023739587041747,1.7675,3.695,6.25,22.75,16.391625,16.75,3.199708691044729,14.5,18.75,0.0,7.89,2.9891875,2.86,1.660055682886276,1.89,3.9,18.0,46.0,35.4905,36.0,4.880507087789368,31.9375,38.75,0.0,15.08,4.199125,3.57,2.661703806603592,2.3575,5.745,8.25,23.67,15.5501875,15.75,3.0991275850668067,13.4575,17.69,0.0,7.68,3.066375,2.865,1.3720101799776356,2.1025,3.83,6.5,23.5,15.8373125,16.0,3.388633557351146,13.67,18.0,0.0,8.5,3.2415,2.8200000000000003,1.853983370913192,1.79,4.5525,24.75,42.67,35.09175,35.375,4.1410592559158435,32.1875,38.269999999999996,0.43,16.2,4.4535,3.9,2.583718056156804,2.4975,5.8999999999999995,5.67,22.67,15.3310625,15.5,3.01218940764284,13.67,17.25,0.82,8.76,3.361,3.27,1.598222755076015,2.12,4.5,7.33,23.33,16.0746875,16.33,3.019883150281183,14.1875,18.33,0.0,7.98,3.4951875,3.325,1.762818273818783,2.105,4.9325,0
23.0,46.0,35.1253125,35.375,4.664803031545192,32.0,38.8125,0.0,10.61,4.07225,3.77,2.23663548704003,2.49,5.695,5.0,20.75,15.066625,15.0,2.946497737160907,13.25,17.25,0.0,8.04,3.3388125,3.0599999999999996,1.6470035195935255,2.16,4.3225,8.25,25.5,16.6745,16.5,3.046782775817611,14.5,18.69,0.0,7.4,3.0944375,3.02,1.6046981913672609,1.79,4.195,22.33,46.25,34.9740625,36.0,4.758510191367903,32.0,38.25,0.43,12.68,4.2045,3.72,2.4185384119989624,2.45,5.7225,7.75,22.0,15.1491875,15.415,2.7336026800582025,13.5,17.0,0.0,6.87,3.1449375,3.08,1.47453179729242,2.06,4.3,6.0,25.25,15.8356875,16.0,3.2443917013505708,13.75,18.0,0.0,8.83,3.2291875,3.0999999999999996,1.6274898571305731,2.0175,4.4025,20.75,43.67,34.190625,35.0,4.7789207865006285,30.75,37.25,0.47,12.09,4.3946250000000004,4.2,2.1745043207316246,2.6875,5.7225,8.0,23.75,15.50125,15.75,3.0723563059059815,13.5,17.67,0.0,9.2,3.1374375,2.895,1.6454565793601932,2.0374999999999996,3.99,7.67,23.75,16.3885,16.25,3.1918099200982715,14.1875,18.5625,0.43,9.39,3.5411875,3.4,1.6875177602140177,2.45,4.44,0
21.5,45.67,34.28475,34.9,4.4664908840845134,31.5,37.25,0.0,12.07,4.211875,3.835,2.3283592591399302,2.375,5.805,9.0,22.25,15.3990625,15.5,2.859671177137715,13.0,17.5125,0.0,8.32,3.254,3.02,1.598985606112031,2.05,4.06,6.33,23.0,15.934875,16.5,3.2049959011541795,13.73,18.0625,0.0,9.19,3.3175,3.0,1.7867052703986854,2.1675,4.5125,25.25,45.0,35.572375,36.25,4.07902187799135,33.0,38.5,0.0,12.21,4.0979375000000005,4.045,2.2734190295938617,2.4800000000000004,5.3175,9.0,23.0,15.8145625,15.75,2.8334027028596425,13.67,18.0,0.0,9.09,3.0899375,2.9299999999999997,1.50189586557715,2.1675,3.7475,7.33,21.75,15.5575625,15.585,3.211188723033437,13.9375,18.0625,0.0,8.23,3.3549375,3.0949999999999998,1.6815267085422338,2.12,4.5125,21.75,51.0,34.9503125,35.125,5.253896358490022,31.875,38.5,0.0,11.41,4.0374375,3.56,2.41312872587467,2.255,5.5275,6.5,23.33,15.359937500000001,15.25,3.001080412762697,13.25,17.3725,0.0,6.67,2.9344375,2.83,1.3948619763890986,2.05,3.7,8.0,25.0,16.49925,16.585,3.1080683297087215,14.67,18.3725,0.0,10.21,3.167625,3.015,1.63588895976446,2.05,4.21,0
18.33,43.33,33.574875,33.75,5.237656226937037,30.33,37.5,0.0,11.97,4.431875,4.025,2.5236245241702875,2.615,5.89,8.33,21.67,15.17475,15.0,2.874353293411565,13.4575,17.0,0.0,7.85,3.21225,2.86,1.7398217757347314,2.105,4.1049999999999995,9.5,22.5,15.9036875,16.0,2.568705868494187,14.0,17.67,0.43,7.55,3.2828125,3.03,1.6229118840807615,1.92,4.41,22.25,47.67,34.342875,34.75,4.941683871023326,30.6875,37.69,0.43,12.44,4.3248750000000005,3.77,2.4507182845163764,2.45,5.6899999999999995,8.5,21.75,15.58525,15.33,2.9499410398116055,14.0,17.5425,0.0,8.32,3.3643125,3.135,1.654339679734303,2.17,4.44,10.25,22.0,16.111125,16.25,2.706460239556807,14.25,18.0625,0.0,8.01,3.291375,2.9450000000000003,1.5773305558410822,2.17,4.305,20.33,44.67,35.081375,35.25,4.558912963159132,32.25,38.25,0.0,12.48,4.434125,3.9299999999999997,2.7376630964309223,2.49,5.76,7.67,23.33,15.9286875,16.0,3.046708528511449,13.6875,17.85,0.0,9.01,3.018375,2.8449999999999998,1.6250131639524852,1.885,4.157500000000001,6.67,24.0,15.5785,15.33,3.6130145952388295,13.0,18.0625,0.0,7.46,3.2105625,3.0,1.6595173379062118,2.05,4.15,0
19.33,44.0,35.285,36.0,4.636135888306421,32.730000000000004,38.8125,0.47,12.38,4.3688125,4.06,2.4915505949384937,2.6,5.5249999999999995,8.0,22.5,15.270875,15.125,3.0501426685881654,13.25,17.3725,0.0,8.07,3.1415,3.0,1.560922642815891,1.95,4.26,9.33,23.25,16.2786875,15.875,2.8674813355810476,14.4575,18.3725,0.0,8.86,3.1929375,2.865,1.6561395578461657,2.105,4.15,18.33,43.0,34.278,35.375,4.765161674714041,30.4575,37.75,0.0,11.07,4.29475,4.03,2.4498840814574505,2.4800000000000004,5.845,9.25,23.5,15.3584375,15.375,2.965125926006428,13.25,17.5,0.0,9.18,3.2573125,3.22,1.6095629008890082,2.1574999999999998,4.2175,6.5,23.0,15.860375,16.0,3.0186566397662764,13.6275,17.75,0.0,8.22,3.3231875,3.085,1.70602718901373,2.05,4.5,23.33,45.75,34.236625,34.75,4.747760264740265,31.25,37.5,0.0,15.37,4.5329375,3.9,2.6783691172324717,2.6125,6.045,5.5,24.0,14.8916875,15.0,3.0922909261856018,12.73,17.0,0.0,7.83,3.0376875,2.9299999999999997,1.605471079155987,1.9124999999999999,4.03,7.33,22.75,16.027625,16.0,2.8304253269511546,14.0,18.25,0.5,8.84,3.3525,3.11,1.6842126727477216,2.18,4.15,0
23.0,42.75,34.2700625,34.585,4.540007133908866,31.31,37.542500000000004,0.0,14.5,4.1804375,3.72,2.4815881369807866,2.5374999999999996,5.41,7.67,22.67,15.618625,15.71,3.013220239327326,13.9375,17.75,0.43,8.5,3.2725,2.95,1.6812521539113177,2.0374999999999996,4.245,5.75,23.25,16.160875,16.125,3.160999242437717,14.33,18.33,0.0,8.18,3.2725625,3.0999999999999996,1.641986926029428,2.12,4.09,23.0,43.67,34.315625,35.0,4.46780371627602,31.25,37.3125,0.0,12.09,4.6266875,4.5,2.4738653385037583,2.665,6.1425,9.33,23.0,15.6013125,15.415,2.6196216832521406,14.0,17.27,0.43,9.2,3.487625,3.27,1.7985376615811484,2.16,4.79,9.67,22.25,16.2190625,16.125,2.758578796627216,14.33,18.25,0.43,9.42,3.6764375,3.32,1.8923963533925268,2.2875,4.8325000000000005,15.5,43.0,34.0919375,34.71,4.340024272730866,31.0,37.0,0.0,17.24,4.256375,3.6900000000000004,2.592824274825772,2.45,5.84,9.25,23.0,15.5995,15.5,2.8078452088712322,13.75,17.69,0.0,8.84,3.336,3.02,1.7142562426337562,2.1025,4.4025,6.67,24.0,16.0640625,16.25,3.06127019653525,14.5,18.0,0.43,8.79,3.489625,3.3099999999999996,1.727545569577993,2.3425,4.5725,0
22.5,43.75,34.17875,35.0,4.76521037040484,30.5,37.75,0.0,13.5,4.50675,4.175,2.521487169741265,2.5,6.1499999999999995,8.5,24.0,15.2904375,15.29,3.100231954575303,13.0,17.347499999999997,0.0,8.58,3.2418125,3.02,1.6893844928324167,1.98,4.2175,7.0,24.25,15.5190625,15.5,3.2670123286907895,13.75,17.75,0.0,8.32,3.4584375,3.3449999999999998,1.7137470612024037,2.12,4.3375,22.0,51.25,33.8374375,34.5,5.2920140673614,30.625,37.3725,0.0,13.55,4.6566875,4.5,2.345582686822887,2.9875,6.02,8.0,23.75,15.2551875,15.125,2.967635056110818,13.5,17.0,0.0,8.19,3.132,2.87,1.717444276466429,1.9124999999999999,4.285,7.0,22.5,15.844125,16.0,3.144623121372687,13.75,18.25,0.43,7.68,3.54275,3.37,1.5951049136450521,2.28,4.6,21.5,43.67,34.744375,36.0,4.733380284225464,31.33,38.3725,0.0,13.47,4.21025,3.835,2.2812726642278993,2.6,5.53,6.5,21.25,15.19325,15.25,2.826289776256332,13.5,17.0,0.0,9.5,3.463625,3.3,1.8612102938307749,2.06,4.6175,8.0,23.25,15.7850625,15.75,2.9393707872604304,14.0,17.5625,0.0,8.08,3.5010625,3.24,1.773016332216986,2.27,4.64,0
19.5,45.0,33.325625,33.875,4.989421096415744,29.75,37.0625,0.47,11.78,4.3713125,4.195,2.206973545100527,2.535,5.970000000000001,7.33,22.25,15.106,15.25,2.92753060986527,13.0,17.25,0.0,7.85,3.253375,3.11,1.6537911040162456,2.05,4.1275,8.0,25.0,15.88025,15.75,3.435210200191082,13.67,18.0,0.0,8.22,3.235375,2.955,1.6956354952360495,2.0575,4.44,22.25,41.75,33.620375,34.415,4.52798702793606,30.5,36.8125,0.0,12.0,4.605125,4.26,2.458706257824255,3.0,6.045,7.5,22.75,15.5265,15.5,3.046948406388754,13.31,17.5,0.0,9.0,3.40375,3.33,1.6307986043807847,2.29,4.3675,6.33,23.0,15.9094375,15.875,3.32007525240073,13.6275,18.25,0.43,8.32,3.31575,3.27,1.704168603434184,2.05,4.1275,23.5,45.33,33.814625,34.5,4.432459442999617,30.6875,37.0,0.0,14.67,4.75325,4.32,2.69375064096944,3.0925,6.485,7.67,23.25,15.3210625,15.0,2.9390846127406838,13.33,17.27,0.0,7.4,3.0245625,2.87,1.6458279050145332,1.685,4.19,7.67,23.33,15.88675,16.25,3.1088992875090393,13.75,18.27,0.47,6.83,3.2280625,3.165,1.523450443542821,2.05,4.365,0
